movie_id,title,year,genres,overview_clean,poster_url,rating,vote_count
24428,The Avengers,2012,"[""Science Fiction"", ""Action"", ""Adventure""]",unexpected enemy emerges threatens global safety security nick fury director international peacekeeping agency known find need team pull world back brink disaster spanning globe daring recruitment effort begin,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,7.4,11776
1865,Pirates of the Caribbean: On Stranger Tides,2011,"[""Adventure"", ""Action"", ""Fantasy""]",captain jack sparrow cross path woman past sure love ruthless con artist using find fabled fountain youth force aboard queen anne revenge ship formidable pirate blackbeard jack find unexpected adventure know fear blackbeard woman past,https://image.tmdb.org/t/p/w500/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,6.4,4948
41154,Men in Black 3,2012,"[""Action"", ""Comedy"", ""Science Fiction""]",agent smith tommy lee jones back time seen inexplicable thing year men black nothing even alien perplexes much wry reticent partner life fate planet put stake agent travel back time put thing right discovers secret universe never told secret reveal team young agent josh brolin save partner agency future humankind,https://image.tmdb.org/t/p/w500/90DdoEStzeObs96fsYf4GG544iN.jpg,6.2,4160
122917,The Hobbit: The Battle of the Five Armies,2014,"[""Action"", ""Adventure"", ""Fantasy""]",immediately event desolation smaug bilbo dwarf try defend erebor mountain treasure others claim men ruined laketown elf mirkwood meanwhile army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarf elf men must unite hope middle earth fall bilbo hand,https://image.tmdb.org/t/p/w500/xT98tLqatZPQApyRmlPL12LtiWp.jpg,7.1,4760
1930,The Amazing Spider-Man,2012,"[""Action"", ""Adventure"", ""Fantasy""]",peter parker outcast high schooler abandoned parent boy leaving raised uncle ben aunt may like teenager peter trying figure got person today peter discovers mysterious briefcase belonged father begin quest understand parent disappearance leading directly oscorp lab curt connors father former partner spider man set collision course connors alter ego lizard peter make life altering choice use power shape destiny become hero,https://image.tmdb.org/t/p/w500/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,6.5,6586
20662,Robin Hood,2010,"[""Action"", ""Adventure""]",soldier robin happens upon dying robert loxley promise return man sword family nottingham assumes robert identity romance widow marion draw ire town sheriff king john henchman godfrey,https://image.tmdb.org/t/p/w500/ldOLoEroWISvPvqTY2IgnuEUWTq.jpg,6.2,1398
57158,The Hobbit: The Desolation of Smaug,2013,"[""Adventure"", ""Fantasy""]",dwarf bilbo gandalf successfully escaped misty mountain bilbo gained one ring continue journey get gold back dragon smaug,https://image.tmdb.org/t/p/w500/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,7.6,4524
2268,The Golden Compass,2007,"[""Adventure"", ""Fantasy""]",overhearing shocking secret precocious orphan lyra belacqua trade carefree existence roaming hall jordan college otherworldly adventure far north unaware part destiny,https://image.tmdb.org/t/p/w500/mIHV28g4Zhbc8yhnhOixa8m4p5O.jpg,5.8,1303
254,King Kong,2005,"[""Adventure"", ""Drama"", ""Action""]",new york overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island encounter kong giant ape immediately smitten leading lady,https://image.tmdb.org/t/p/w500/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,6.6,2337
597,Titanic,1997,"[""Drama"", ""Romance"", ""Thriller""]",year later year old woman named rose dewitt bukater tell story granddaughter lizzy calvert brock lovett lewis bodine bobby buell anatoly mikailavich keldysh life set april ship called titanic young rose board departing ship upper class passenger mother ruth dewitt bukater fianc caledon hockley meanwhile drifter artist named jack dawson best friend fabrizio rossi win third class ticket ship game explains whole story departure death titanic first last voyage april morning,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,7.5,7562
271110,Captain America: Civil War,2016,"[""Adventure"", ""Action"", ""Science Fiction""]",following event age ultron collective government world pas act designed regulate superhuman activity polarizes opinion amongst avenger causing two faction side iron man captain america cause epic battle former ally,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,7.1,7241
44833,Battleship,2012,"[""Thriller"", ""Action"", ""Adventure"", ""Science Fiction""]",mankind beam radio signal space reply come planet form several alien craft splash water hawaii lieutenant alex hopper weapon officer assigned us john paul jones part international naval coalition becomes world last hope survival engage hostile alien force unimaginable strength taking invader hopper must also try live potential brother fianc father admiral shane expect,https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,5.5,2114
135397,Jurassic World,2015,"[""Action"", ""Adventure"", ""Science Fiction"", ""Thriller""]",twenty two year event jurassic park isla nublar feature fully functioning dinosaur theme park jurassic world originally envisioned john hammond,https://image.tmdb.org/t/p/w500/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,6.5,8662
37724,Skyfall,2012,"[""Action"", ""Adventure"", ""Thriller""]",bond latest assignment go gravely wrong agent around world exposed attacked forcing relocate agency event cause authority position challenged gareth mallory new chairman intelligence security committee compromised inside left one ally trust bond take shadow aided field agent eve following trail mysterious silva whose lethal hidden motif yet reveal,https://image.tmdb.org/t/p/w500/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,6.9,7604
558,Spider-Man 2,2004,"[""Action"", ""Adventure"", ""Fantasy""]",peter parker going major identity crisis burned spider man decides shelve superhero alter ego leaf city suffering wake carnage left evil doc ock meantime parker still act feeling mary jane watson girl loved since childhood,https://image.tmdb.org/t/p/w500/eg8XHjA7jkM3ulBLnfGTczR9ytI.jpg,6.7,4321
68721,Iron Man 3,2013,"[""Action"", ""Adventure"", ""Science Fiction""]",tony stark world torn apart formidable terrorist called mandarin start odyssey rebuilding retribution,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,6.8,8806
12155,Alice in Wonderland,2010,"[""Family"", ""Fantasy"", ""Adventure""]",alice unpretentious individual year old betrothed dunce english nobleman engagement party escape crowd consider whether marriage fall hole garden spotting unusual rabbit arriving strange surreal place called underland find world resembles nightmare child filled talking animal villainous queen knight frumious bandersnatches alice realizes reason conquer horrific jabberwocky restore rightful queen throne,https://image.tmdb.org/t/p/w500/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,6.4,4645
36668,X-Men: The Last Stand,2006,"[""Adventure"", ""Action"", ""Science Fiction"", ""Thriller""]",cure found treat mutation line drawn amongst men brotherhood band powerful mutant organized xavier former ally magneto,https://image.tmdb.org/t/p/w500/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,6.3,3525
62211,Monsters University,2013,"[""Animation"", ""Family""]",look relationship mike sulley day monster university necessarily best friend,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,7.0,3528
8373,Transformers: Revenge of the Fallen,2009,"[""Science Fiction"", ""Action"", ""Adventure""]",sam witwicky leaf autobots behind normal life mind filled cryptic symbol decepticons target dragged back transformer war,https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,6.0,3138
91314,Transformers: Age of Extinction,2014,"[""Science Fiction"", ""Action"", ""Adventure""]",humanity pick piece following conclusion transformer dark moon autobots decepticons vanished face planet however group powerful ingenious businessman scientist attempt learn past transformer incursion push boundary technology beyond control ancient powerful transformer menace set earth cross hair,https://image.tmdb.org/t/p/w500/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,5.8,3095
68728,Oz: The Great and Powerful,2013,"[""Fantasy"", ""Adventure"", ""Family""]",oscar diggs small time circus illusionist con artist whisked kansa land inhabitant assume great wizard prophecy save clutch evil,https://image.tmdb.org/t/p/w500/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,5.7,3530
102382,The Amazing Spider-Man 2,2014,"[""Action"", ""Adventure"", ""Fantasy""]",peter parker life busy taking bad guy spider man spending time person love gwen stacy high school graduation cannot come quickly enough peter forgotten promise made gwen father protect staying away promise cannot keep thing change peter new villain electro emerges old friend harry osborn return peter uncovers new clue past,https://image.tmdb.org/t/p/w500/dGjoPttcbKR5VWg1jQuNFB247KL.jpg,6.5,4179
20526,TRON: Legacy,2010,"[""Adventure"", ""Action"", ""Science Fiction""]",sam flynn tech savvy daring son kevin flynn investigates father disappearance pulled grid help mysterious program named quorra sam quest stop evil dictator clu crossing real world,https://image.tmdb.org/t/p/w500/8Nc6R8k7bG8frSiDJo0oLucF7dN.jpg,6.3,2841
49013,Cars 2,2011,"[""Animation"", ""Family"", ""Adventure"", ""Comedy""]",star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship becomes rocky mater get caught intriguing adventure international espionage,https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,5.8,2033
44912,Green Lantern,2011,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]",century small powerful force warrior called green lantern corp sworn keep intergalactic order green lantern wear ring grant superpower new enemy called parallax threatens destroy balance power universe fate fate earth lie hand first human ever recruited,https://image.tmdb.org/t/p/w500/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,5.1,2487
10193,Toy Story 3,2010,"[""Animation"", ""Family"", ""Comedy""]",woody buzz rest andy toy played year andy college gang find accidentally left nefarious day care center toy must band together escape return home andy,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,7.6,4597
534,Terminator Salvation,2009,"[""Action"", ""Science Fiction"", ""Thriller""]",grown post apocalyptic john connor must lead resistance human increasingly dominating militaristic robot marcus wright appears existence confuses mission connor try determine whether wright come future past whether friend foe,https://image.tmdb.org/t/p/w500/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,5.9,2463
168259,Furious 7,2015,"[""Action""]",deckard shaw seek revenge dominic toretto family comatose brother,https://image.tmdb.org/t/p/w500/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,7.3,4176
72190,World War Z,2013,"[""Action"", ""Drama"", ""Horror"", ""Science Fiction"", ""Thriller""]",life former united nation investigator gerry lane family seems content suddenly world plagued mysterious infection turning whole human population rampaging mindless zombie barely escaping chaos lane persuaded mission investigate disease follows perilous trek around world lane must brave horrific danger long odds find answer human civilization fall,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,6.7,5560
127585,X-Men: Days of Future Past,2014,"[""Action"", ""Adventure"", ""Fantasy"", ""Science Fiction""]",ultimate men ensemble fight war survival specie across two time period join force younger self epic battle must change past save future,https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,7.5,6032
54138,Star Trek Into Darkness,2013,"[""Action"", ""Adventure"", ""Science Fiction""]",crew enterprise called back home find unstoppable force terror within organization detonated fleet everything stand leaving world state crisis personal score settle captain kirk lead manhunt war zone world capture one man weapon mass destruction hero propelled epic chess game life death love challenged friendship torn apart sacrifice must made family kirk left crew,https://image.tmdb.org/t/p/w500/Aim3kVNh1MPIxPEFeJrl9e9Uf1a.jpg,7.4,4418
81005,Jack the Giant Slayer,2013,"[""Action"", ""Family"", ""Fantasy""]",story ancient war reignited young farmhand unwittingly open gateway world fearsome race giant unleashed earth first time century giant strive reclaim land lost forcing young man jack battle life stop fighting kingdom people love brave princess come face face unstoppable warrior thought existed legend get chance become legend,https://image.tmdb.org/t/p/w500/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg,5.5,2598
64682,The Great Gatsby,2013,"[""Drama"", ""Romance""]",adaptation scott fitzgerald long island set novel midwesterner nick carraway lured lavish world neighbor jay gatsby soon enough however carraway see crack gatsby nouveau riche existence obsession madness tragedy await,https://image.tmdb.org/t/p/w500/tyxfCBQv6Ap74jcu3xd7aBiaa29.jpg,7.3,3769
9543,Prince of Persia: The Sands of Time,2010,"[""Adventure"", ""Fantasy"", ""Action"", ""Romance""]",rogue prince reluctantly join force mysterious princess together race dark force safeguard ancient dagger capable releasing sand time gift god reverse time allow possessor rule world,https://image.tmdb.org/t/p/w500/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg,6.2,2317
68726,Pacific Rim,2013,"[""Action"", ""Science Fiction"", ""Adventure""]",legion monstrous creature known kaiju started rising sea war began would take million life consume humanity resource year end combat giant kaiju special type weapon devised massive robot called jaeger controlled simultaneously two pilot whose mind locked neural bridge even jaeger proving nearly defenseless face relentless kaiju verge defeat force defending mankind choice turn two unlikely hero washed former pilot charlie hunnam untested trainee rinko kikuchi teamed drive legendary seemingly obsolete jaeger past together stand mankind last hope mounting apocalypse,https://image.tmdb.org/t/p/w500/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,6.7,4794
38356,Transformers: Dark of the Moon,2011,"[""Action"", ""Science Fiction"", ""Adventure""]",sam witwicky take first tenuous step adulthood remaining reluctant human ally autobot leader optimus prime film center around space race ussr usa suggesting hidden transformer role remains one planet dangerous secret,https://image.tmdb.org/t/p/w500/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,6.1,3299
217,Indiana Jones and the Kingdom of the Crystal Skull,2008,"[""Adventure"", ""Action""]",set cold war soviet led sword wielding irina spalko search crystal skull supernatural power related mystical lost city gold captured escaping indy coerced head peru behest young man whose friend indy colleague professor oxley captured knowledge skull whereabouts,https://image.tmdb.org/t/p/w500/56As6XEM1flWvprX4LgkPl8ii4K.jpg,5.7,2495
105864,The Good Dinosaur,2015,"[""Adventure"", ""Animation"", ""Family""]",epic journey world dinosaur apatosaurus named arlo make unlikely human friend,https://image.tmdb.org/t/p/w500/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,6.6,1736
62177,Brave,2012,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Action"", ""Fantasy""]",brave set mystical scottish highland rida princess kingdom ruled king fergus queen elinor unruly daughter accomplished archer rida one day defies sacred custom land inadvertently brings turmoil kingdom attempt set thing right rida seek eccentric old wise woman granted ill fated wish also figuring rida quest serving comic relief kingdom three lord enormous lord macguffin surly lord macintosh disagreeable lord dingwall,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,6.7,4641
188927,Star Trek Beyond,2016,"[""Action"", ""Adventure"", ""Science Fiction""]",us enterprise crew explores furthest reach uncharted space encounter mysterious new enemy put everything federation stand test,https://image.tmdb.org/t/p/w500/m7SHlvcGfCkbzk2xP7XHDOI6o93.jpg,6.6,2568
10681,WALL·E,2008,"[""Animation"", ""Family""]",wall last robot left earth overrun garbage human fled outer space year continued try clean mess developed rather interesting human like quality ship arrives sleek new type robot wall think finally found friend stows away ship leaf,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,7.8,6296
5174,Rush Hour 3,2007,"[""Action"", ""Comedy"", ""Crime"", ""Thriller""]",attempted assassination ambassador han inspector lee detective carter back action head paris protect french woman knowledge triad secret leader lee also hold secret meeting united nation authority personal struggle chinese criminal mastermind named kenji reveals lee long lost brother,https://image.tmdb.org/t/p/w500/mp9CzKxLa2i7yblMXUrzVfGqsCo.jpg,6.1,783
14161,2012,2009,"[""Action"", ""Adventure"", ""Science Fiction""]",adrian helmsley part worldwide geophysical team investigating effect earth radiation unprecedented solar storm learns earth core heating warns president thomas wilson crust earth becoming unstable without proper preparation saving fraction world population entire race doomed meanwhile writer jackson curtis stumble information world leader race build ark escape impending cataclysm curtis struggle find way save family meanwhile volcanic eruption earthquake unprecedented strength wreak havoc around world,https://image.tmdb.org/t/p/w500/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg,5.6,4903
17979,A Christmas Carol,2009,"[""Animation"", ""Drama""]",miser ebenezer scrooge awakened christmas eve spirit reveal miserable existence opportunity wasted youth current cruelty dire fate awaits change way scrooge faced story growing bitterness meanness must decide future hold death redemption,https://image.tmdb.org/t/p/w500/xNwlAIdx1Ln28GRiQttUP9Gojy2.jpg,6.6,1095
76757,Jupiter Ascending,2015,"[""Science Fiction"", ""Fantasy"", ""Action"", ""Adventure""]",universe human genetic material precious commodity impoverished young earth woman becomes key strategic maneuver internal strife within powerful dynasty,https://image.tmdb.org/t/p/w500/2NCcAZ3M3F0FxENYmammBknwpVn.jpg,5.2,2768
258489,The Legend of Tarzan,2016,"[""Action"", ""Adventure""]",tarzan acclimated life london called back former home jungle investigate activity mining encampment,https://image.tmdb.org/t/p/w500/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg,5.5,2430
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"[""Adventure"", ""Family"", ""Fantasy""]",sibling lucy edmund susan peter step magical wardrobe find land narnia discover charming peaceful kingdom plunged eternal winter evil white witch jadis aided wise magnificent lion aslan child lead narnia spectacular climactic battle free witch glacial power forever,https://image.tmdb.org/t/p/w500/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,6.7,2629
246655,X-Men: Apocalypse,2016,"[""Science Fiction""]",emergence world first mutant world destroyer apocalypse men must unite defeat extinction level plan,https://image.tmdb.org/t/p/w500/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,6.4,4721
155,The Dark Knight,2008,"[""Drama"", ""Action"", ""Crime"", ""Thriller""]",batman raise stake war crime help jim gordon district attorney harvey dent batman set dismantle remaining criminal organization plague street partnership prof effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizen gotham joker,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,8.2,12002
14160,Up,2009,"[""Animation"", ""Comedy"", ""Family"", ""Adventure""]",carl fredricksen spent entire life dreaming exploring globe experiencing life fullest age life seems passed twist fate persistent year old wilderness explorer named russell give new lease life,https://image.tmdb.org/t/p/w500/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,7.7,6870
15512,Monsters vs Aliens,2009,"[""Animation"", ""Family"", ""Adventure"", ""Science Fiction""]",susan murphy unwittingly clobbered meteor full outer space gunk wedding day mysteriously grows foot inch military jump action capture susan secreting away covert government compound renamed ginormica placed confinement ragtag group monster,https://image.tmdb.org/t/p/w500/hpHarddVj34j53T7NsoUGdKj4mP.jpg,6.0,1423
1726,Iron Man,2008,"[""Action"", ""Science Fiction"", ""Adventure""]",held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,7.4,8776
44826,Hugo,2011,"[""Adventure"", ""Drama"", ""Family""]",hugo orphan boy living wall train station paris learned fix clock gadget father uncle put use keeping train station clock running thing left connects dead father automaton mechanical man work without special key hugo need find unlock secret belief contains adventure meet shopkeeper george melies work train station adventure seeking god daughter hugo find surprising connection father automaton discovers unlocks memory old man buried inside regarding past,https://image.tmdb.org/t/p/w500/1dxRq3o3l3bVWNRvvSb7rRf68qp.jpg,7.0,2141
8487,Wild Wild West,1999,"[""Action"", ""Adventure"", ""Comedy"", ""Science Fiction"", ""Western""]",legless southern inventor arliss loveless plan rekindle civil war assassinating president grant two men stop gunfighter james west master disguise inventor artemus gordon two must team thwart loveless plan,https://image.tmdb.org/t/p/w500/mCdo7nykEVCa25bjnkwgyX35fjm.jpg,5.1,1020
1735,The Mummy: Tomb of the Dragon Emperor,2008,"[""Adventure"", ""Action"", ""Fantasy""]",archaeologist rick connell travel china pitting emperor year old han dynasty returned dead pursue quest world domination time connell enlists help wife son quash called dragon emperor abuse supernatural power,https://image.tmdb.org/t/p/w500/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,5.2,1387
297761,Suicide Squad,2016,"[""Action"", ""Adventure"", ""Crime"", ""Fantasy"", ""Science Fiction""]",comic come suicide squad antihero team incarcerated supervillains act deniable asset united state government undertaking high risk black ops mission exchange commuted prison sentence,https://image.tmdb.org/t/p/w500/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,5.9,7458
2698,Evan Almighty,2007,"[""Fantasy"", ""Comedy"", ""Family""]",god contact congressman evan baxter tell build ark preparation great flood,https://image.tmdb.org/t/p/w500/blI1ioXbgJWOJ3PbcBuSV65Ebwu.jpg,5.3,1151
137113,Edge of Tomorrow,2014,"[""Action"", ""Science Fiction""]",major bill cage officer never seen day combat unceremoniously demoted dropped combat cage killed within minute managing take alpha alien awakens back beginning day forced fight die physical contact alien thrown time loop,https://image.tmdb.org/t/p/w500/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg,7.6,4858
9804,Waterworld,1995,"[""Adventure"", ""Action""]",futuristic world polar ice cap melted made earth liquid planet beautiful barmaid rescue mutant seafarer floating island prison escape along young charge enola sail aboard ship trio soon becomes target menacing pirate covets map dryland tattooed enola back,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg,5.9,992
14869,G.I. Joe: The Rise of Cobra,2009,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]",egyptian desert deep polar ice cap elite joe team us latest next generation spy military equipment fight corrupt arm dealer destro growing threat mysterious cobra organization prevent plunging world chaos,https://image.tmdb.org/t/p/w500/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,5.6,1962
150540,Inside Out,2015,"[""Drama"", ""Comedy"", ""Animation"", ""Family""]",growing bumpy road exception riley uprooted midwest life father start new job san francisco like riley guided emotion joy fear anger disgust sadness emotion live headquarters control center inside riley mind help advise everyday life riley emotion struggle adjust new life san francisco turmoil ensues headquarters although joy riley main important emotion try keep thing positive emotion conflict best navigate new city house school,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,8.0,6560
278927,The Jungle Book,2016,"[""Family"", ""Adventure"", ""Drama"", ""Fantasy""]",threat tiger shere khan force flee jungle man cub named mowgli embarks journey self discovery help panther bagheera free spirited bear baloo,https://image.tmdb.org/t/p/w500/2Epx7F9X7DrFptn4seqn4mzBVks.jpg,6.7,2892
10138,Iron Man 2,2010,"[""Adventure"", ""Action"", ""Science Fiction""]",world aware dual life armored superhero iron man billionaire inventor tony stark face pressure government press public share technology military unwilling let invention stark pepper potts james rhodey rhodes side must forge new alliance confront powerful enemy,https://image.tmdb.org/t/p/w500/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,6.6,6849
58595,Snow White and the Huntsman,2012,"[""Adventure"", ""Fantasy"", ""Drama""]",evil queen marries king performs violent coup king murdered daughter snow white taken captive almost decade later grown snow white still clutch queen order obtain immortality evil queen need heart snow white snow escape castle queen sends huntsman find dark forest,https://image.tmdb.org/t/p/w500/8HUa5kRubYbnAD5UVpnhTGGgMTW.jpg,5.8,3118
